,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
78,-1,2798,2801,1243.2799491192677,1336.1586368921992,,1101.9901278797588,-95.45812635894293,2.5794385860114666,-0.07677926956560746,2007-08-30,2007-09-02,3 days,
79,-2,2857,2874,1036.5188718497543,924.6436861455903,1098.0107306800683,924.6436861455903,219.82804629233726,3.922325115990689,0.10604150694334964,2007-10-28,2007-11-14,17 days,
80,-2,2875,2880,903.2362408520561,810.6680260955994,974.3708962055322,812.5024987362924,181.708620979018,3.427808533895311,0.10058753887443975,2007-11-15,2007-11-20,5 days,
81,-3,2881,2891,766.0322656388605,667.793483598042,864.0397044532997,676.5779031685728,290.41486887474474,4.301477247710707,0.1263719044665143,2007-11-21,2007-12-01,10 days,
82,-3,2892,2895,677.4459770085301,759.2510502938936,,552.5186534549047,-249.7253109379978,4.310091081907272,-0.12287587960924276,2007-12-02,2007-12-05,3 days,
83,2,2993,3000,1051.141411764084,992.8134885114242,,1172.5493056299692,-120.7437563058707,4.087909800551016,-0.05743459203230888,2008-03-12,2008-03-19,7 days,
84,2,3079,3083,1124.6314725400755,1079.0270438206417,1079.0270438206417,1259.8983707021787,-95.61617447158909,4.407317032721434,-0.042510002968186515,2008-06-06,2008-06-10,4 days,
85,2,3088,3088,1075.5392132310776,1075.5392132310776,,1253.340571156883,-4.302156852924311,4.302156852924311,-0.002,2008-06-15,2008-06-15,0 days,
86,-3,3157,3170,763.6844166833763,648.474810872526,812.695122190564,648.474810872526,341.3923397498833,4.236477682667707,0.14901108900127644,2008-08-23,2008-09-05,13 days,
87,-3,3174,3186,624.0356063546812,563.7829362556212,674.3462460833364,564.2533628166431,177.19455466934934,3.563455627830907,0.09464980997074596,2008-09-09,2008-09-21,12 days,
88,3,3278,3282,619.9548224267318,586.8505859015672,,690.173769066889,-102.9331258004785,3.620416224984897,-0.055344423000351445,2008-12-22,2008-12-26,4 days,
89,3,3319,3333,688.0967426663161,730.4432240492605,618.7898318672114,727.2623240643694,122.7838242486864,4.25561990014673,0.059479923212013175,2009-02-01,2009-02-15,14 days,
90,2,3349,3360,864.0069469281196,803.7696125074855,,966.2765599149739,-123.81022196013954,3.33555311887121,-0.07164885791736574,2009-03-03,2009-03-14,11 days,
91,2,3395,3401,908.9551742324873,1058.5154952694377,894.3263509529842,1041.2127964338547,295.185700734897,3.93494133900385,0.16237637955257198,2009-04-18,2009-04-24,6 days,
